56825,54021,2011-01-11,19.6,1,401,Batch Update,2021-01-31
56826,54021,2011-02-08,6.0,1,401,Batch Update,2021-01-31
56827,54021,2011-02-14,27.0,1,401,Batch Update,2021-01-31
56828,54021,2011-02-16,3.4,1,401,Batch Update,2021-01-31
56829,54021,2011-02-17,4.0,1,401,Batch Update,2021-01-31
56830,54021,2011-03-02,9.0,1,401,Batch Update,2021-01-31
56831,54021,2011-03-03,8.0,1,401,Batch Update,2021-01-31
56832,54021,2011-03-04,22.0,1,401,Batch Update,2021-01-31
56833,54021,2011-03-10,20.0,6,401,Batch Update,2021-01-31
56834,54021,2011-03-31,3.0,2,401,Batch Update,2021-01-31
56835,54021,2011-07-27,3.0,2,401,Batch Update,2021-01-31
56836,54021,2011-08-30,18.0,4,401,Batch Update,2021-01-31
56837,54021,2011-10-31,16.0,1,401,Batch Update,2021-01-31
56838,54021,2011-12-31,14.0,8,401,Batch Update,2021-01-31
56839,54021,2012-02-20,9.4,1,401,Batch Update,2021-01-31
56840,54021,2012-02-21,25.8,1,401,Batch Update,2021-01-31
56841,54021,2018-09-02,0.2,1,401,Batch Update,2021-01-31
56842,54021,2018-09-09,0.2,1,401,Batch Update,2021-01-31
56843,54021,2018-09-25,0.2,1,401,Batch Update,2021-01-31
56844,54021,2018-10-16,0.2,1,401,Batch Update,2021-01-31
56845,54021,2018-10-20,0.4,1,401,Batch Update,2021-01-31
56846,54021,2018-11-19,0.4,1,401,Batch Update,2021-01-31
56847,54021,2018-11-23,0.2,1,401,Batch Update,2021-01-31
56848,54021,2018-12-12,0.6,1,401,Batch Update,2021-01-31
56849,54021,2019-01-02,0.8,1,401,Batch Update,2021-01-31
56850,54021,2019-01-03,0.2,1,401,Batch Update,2021-01-31
56851,54021,2019-01-21,3.6,1,401,Batch Update,2021-01-31
56852,54021,2019-01-24,0.4,1,401,Batch Update,2021-01-31
56853,54021,2019-01-25,0.2,1,401,Batch Update,2021-01-31
56854,54021,2019-01-27,8.6,1,401,Batch Update,2021-01-31
56855,54021,2019-01-28,0.2,1,401,Batch Update,2021-01-31
56856,54021,2019-02-09,4.0,1,401,Batch Update,2021-01-31
56857,54021,2019-02-10,0.2,1,401,Batch Update,2021-01-31
56858,54021,2019-03-09,4.6,1,401,Batch Update,2021-01-31
56859,54021,2019-03-18,3.2,1,401,Batch Update,2021-01-31
56860,54021,2019-03-19,1.2,1,401,Batch Update,2021-01-31
56861,54021,2019-03-23,3.0,1,401,Batch Update,2021-01-31
56862,54021,2019-03-24,0.6,1,401,Batch Update,2021-01-31
56863,54021,2019-03-25,0.6,1,401,Batch Update,2021-01-31
56864,54021,2019-03-28,0.4,1,401,Batch Update,2021-01-31
56865,54021,2019-03-29,1.4,1,401,Batch Update,2021-01-31
56866,54021,2019-04-21,6.4,1,401,Batch Update,2021-01-31
56867,54021,2019-04-22,0.2,1,401,Batch Update,2021-01-31
56868,54021,2019-05-01,1.8,1,401,Batch Update,2021-01-31
56869,54021,2019-05-02,3.0,1,401,Batch Update,2021-01-31
56870,54021,2019-05-09,0.2,1,401,Batch Update,2021-01-31
56871,54021,2019-05-11,1.2,1,401,Batch Update,2021-01-31
56872,54021,2019-05-13,0.2,1,401,Batch Update,2021-01-31
56873,54021,2019-06-03,5.0,1,401,Batch Update,2021-01-31
56874,54021,2019-06-04,6.6,1,401,Batch Update,2021-01-31
56875,54021,2019-06-06,0.2,1,401,Batch Update,2021-01-31
56876,54021,2019-06-09,5.8,1,401,Batch Update,2021-01-31
56877,54021,2019-06-10,0.2,1,401,Batch Update,2021-01-31
56878,54021,2019-06-11,0.2,1,401,Batch Update,2021-01-31
56879,54021,2019-06-20,0.2,1,401,Batch Update,2021-01-31
56880,54021,2019-07-08,1.6,1,401,Batch Update,2021-01-31
56881,54021,2019-07-09,8.8,1,401,Batch Update,2021-01-31
56882,54021,2019-08-09,0.2,1,401,Batch Update,2021-01-31
56883,54021,2019-08-11,0.2,1,401,Batch Update,2021-01-31
56884,54021,2019-08-13,0.2,1,401,Batch Update,2021-01-31
56885,54021,2019-10-13,2.4,1,401,Batch Update,2021-01-31
56886,54021,2019-10-14,0.2,1,401,Batch Update,2021-01-31
56887,54021,2019-10-27,0.2,1,401,Batch Update,2021-01-31
56888,54021,2019-11-01,0.4,1,401,Batch Update,2021-01-31
56889,54021,2019-11-26,0.2,1,401,Batch Update,2021-01-31
56890,54021,2019-12-02,1.4,1,401,Batch Update,2021-01-31
56891,54021,2019-12-12,2.0,1,401,Batch Update,2021-01-31
